description,images,purchaseLink,aesthetic,seasonalColors,occasions,kibbeTypes,upvotes,downvotes,ownerId
Boucle Lurex Jacket Pearl Embroidered,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-155-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/jackets-coats/boucle-lurex-jacket-pearl-embroidered/,Soft / VSCO,"True Winter, Bright Winter","Smart Casual, Office",Romantic,49,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Wool Circle Of Roses Coat With Matchy Lining,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-107-copia-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/jackets-coats/wool-circle-of-roses-coat-with-matchy-lining/,Soft / VSCO,"True Winter, Bright Winter","Smart Casual, Office",Romantic,43,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Pink Chiffon Crepon Dress,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-301-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/dresses/pink-chiffon-crepon-dress/,Soft / VSCO,"True Winter, Bright Winter","Wedding, Date",Romantic,11,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Wool Circle Of Roses Coat With Lurex,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-295-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/jackets-coats/wool-circle-of-roses-coat-with-lurex/,Cottage-core,"Bright Spring, Soft Autumn","Wedding, Black Tie",Romantic,49,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Circle Of Roses Chiffon Shirt,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-246-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/tops-blouses/circle-of-roses-chiffon-shirt/,Cottage-core,"True Winter, Bright Winter","Wedding, Black Tie",Romantic,16,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Georgette Rose Buds Printed Skirt,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-243-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/skirts/georgette-rose-buds-printed-skirt/,Cottage-core,"True Winter, Bright Winter","Casual, Date",Romantic,28,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Stretch Satin Printed Circle Of Roses Pleated Dress,https://luisabeccaria.it/wp-content/uploads/2022/07/beccaria-14febbraio-259-copia-1582x2366.jpg,https://luisabeccaria.it/shop/ready-to-wear/dresses/stretch-satin-printed-circle-of-roses-pleated-dress/,Cottage-core,"True Winter, Bright Winter","Wedding, Black Tie",Romantic,27,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Retro Library Ghost Raglan T-Shirt (unisex),https://cdn.shopify.com/s/files/1/1637/4459/products/Library_Ghost_Womens_3_0884cf9d-20e2-451f-a639-4bd22ac328cb_700x.png?v=1642763437,https://www.michelinepitt.com/collections/frontpage/products/ghostbusters-retro-library-ghost-raglan-tee-unisex,E-person,"Dark Winter, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",11,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
IT™ Pennywise Georgie Boat Long Sleeve T-Shirt (unisex),https://cdn.shopify.com/s/files/1/1637/4459/products/f6509529-89ee-4dec-8d09-6d1e11560ca0_700x.png?v=1641890124,https://www.michelinepitt.com/collections/frontpage/products/pre-order-it-pennywise-georgie-boat-long-sleeve-tee-unisex,E-person,"Dark Winter, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",50,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
"IT: CHAPTER 2™ ""Time to Float"" Sweatshirt (unisex)",https://cdn.shopify.com/s/files/1/1637/4459/products/2e588eb7-ee82-494b-bfba-5bf6aa0310b1_700x.png?v=1641890096,https://www.michelinepitt.com/collections/frontpage/products/pre-order-it-chapter-2-time-to-float-sweatshirt-unisex,E-person,"Dark Winter, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",4,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
"IT: CHAPTER 2™ ""Come Home"" Red Tie Dye T-Shirt (unisex)",https://cdn.shopify.com/s/files/1/1637/4459/products/556a5e53-5e1e-49a7-b99f-95e1dd60b14c_700x.png?v=1641889907,https://www.michelinepitt.com/collections/frontpage/products/copy-of-pre-order-it-chapter-2-come-home-red-tie-dye-tee-unisex,E-person,"True Winter, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",29,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Jumpsuit Romper,https://cdn.shopify.com/s/files/1/1637/4459/products/e9584c25-c426-449a-97e0-6e3cec7c6d4d_700x.png?v=1651613724,https://www.michelinepitt.com/collections/frontpage/products/pre-order-ghostbusters-jumpsuit-romper,E-person,"True Autumn, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",15,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Bomber Jacket (Unisex),https://cdn.shopify.com/s/files/1/1637/4459/products/4d8e1331-d1b2-4029-aad1-90632367be18_700x.png?v=1651613641,https://www.michelinepitt.com/collections/frontpage/products/pre-order-ghostbuster-bomber-jacket-unisex,E-person,"True Autumn, Dark Autumn","Casual, Festival","Romantic, Soft Dramatic",3,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Slimer Bad Girl 3/4 Sleeve Top in Green,https://cdn.shopify.com/s/files/1/1637/4459/products/c94bcea6-c676-476a-936d-257163e4949b_700x.png?v=1651613640,https://www.michelinepitt.com/collections/frontpage/products/pre-order-ghostbusters-slimer-bad-girl-top-in-green,E-person,"Bright Spring, Light Spring","Casual, Festival","Romantic, Soft Dramatic",49,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Maneater Wiggle Dress in Stay Puft Novelty Print,https://cdn.shopify.com/s/files/1/1637/4459/products/ae2034e7-f739-4efb-bb07-105ad63fb002_700x.png?v=1651613823,https://www.michelinepitt.com/collections/frontpage/products/pre-order-ghostbusters-maneater-wiggle-dress-in-stay-puft-novelty-print,E-person,"True Winter, Dark Winter","Casual, Festival","Romantic, Soft Dramatic",21,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
GHOSTBUSTERS™ Maneater Swing Dress in Stay Puft Novelty Print,https://cdn.shopify.com/s/files/1/1637/4459/products/c059297b-fa25-461a-98d0-9e9d0ca5b890_700x.png?v=1651613742,https://www.michelinepitt.com/collections/frontpage/products/pre-order-ghostbusters-maneater-swing-dress-in-stay-puft-novelty-print,E-person,"True Winter, Dark Winter","Casual, Festival","Romantic, Soft Dramatic",50,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Grayson Dress - Black,https://cdna.lystit.com/200/250/tr/photos/bloomingdales/f2d39464/parker-Peach-Multi-Grayson-Embellished-Mini-Dress.jpeg,https://www.lyst.com/clothing/parker-grayson-short-sleeve-collared-plaid-sequin-mini-dress/,Goth / Grunge / Punk,"True Winter, Dark Winter","Cocktail, Black Tie",Theatrical Romantic,8,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Tangia Flutter Sleeve Short Dress - Green,https://cdna.lystit.com/200/250/tr/photos/zappos/2a0297d4/parker-Green-Tangia-Flutter-Sleeve-Short-Dress.jpeg,https://www.lyst.com/clothing/parker-tangia-flutter-sleeve-short-dress-9/,Insta Baddie / Y2K,"True Autumn, Dark Autumn","Casual, Date",Theatrical Romantic,37,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Flapper Beaded Silk Dress - Gray,https://cdna.lystit.com/200/250/tr/photos/2012/09/17/parker-beaded-flapper-dress-product-3-4746399-285171973.jpeg,https://www.lyst.com/clothing/parker-beaded-flapper-dress/,Soft / VSCO,"True Summer, Soft Summer","Cocktail, Black Tie",Theatrical Romantic,28,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Zipper Closure - Pink,https://cdna.lystit.com/200/250/tr/photos/zappos/eff2d2b2/parker-Pink-Zipper-Closure.jpeg,https://www.lyst.com/clothing/parker-b9a6000nch/,Insta Baddie / Y2K,"True Winter, Bright Winter","Cocktail, Black Tie",Theatrical Romantic,6,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall blazer and pants set in sapphire navy velvet,https://images.asos-media.com/groups/extro-vert-tall-blazer-and-pants-set-in-sapphire-navy-velvet/102042-group-1?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-blazer-and-pants-set-in-sapphire-navy-velvet/grp/102042?clr=navy-velvet&colourWayId=203016107&cid=27108,Academia / Preppy,"True Winter, Dark Winter","Smart Casual, Office",Dramatic,30,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall cropped blazer and pants set in red satin,https://images.asos-media.com/groups/extro-vert-tall-cropped-blazer-and-pants-set-in-red-satin/102041-group-1?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-cropped-blazer-and-pants-set-in-red-satin/grp/102041?clr=red-satin&colourWayId=203016130&cid=27108,Academia / Preppy,"True Spring, Bright Spring","Smart Casual, Office",Dramatic,19,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall cami wide leg jumpsuit in black sequin,https://images.asos-media.com/products/extro-vert-tall-cami-wide-leg-jumpsuit-in-black-sequin/203016267-1-blacksequin?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-cami-wide-leg-jumpsuit-in-black-sequin/prd/203016267?clr=black-sequin&colourWayId=203016268&cid=27108,Goth / Grunge / Punk,"True Winter, Dark Winter","Cocktail, Holiday",Dramatic,28,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall bandeau mini dress in emerald velvet,https://images.asos-media.com/products/extro-vert-tall-bandeau-mini-dress-in-emerald-velvet/203016246-1-emeraldvelvet?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-bandeau-mini-dress-in-emerald-velvet/prd/203016246?clr=emerald-velvet&colourWayId=203016247&cid=27108,Insta Baddie / Y2K,"True Winter, Dark Winter","Cocktail, Holiday",Dramatic,25,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall wide leg pants in black faux leather,https://images.asos-media.com/products/extro-vert-tall-wide-leg-pants-in-black-faux-leather/203016171-1-blackfauxleather?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-wide-leg-pants-in-black-faux-leather/prd/203016171?clr=black-faux-leather&colourWayId=203016173&cid=27108,Goth / Grunge / Punk,"True Winter, Dark Winter","Smart Casual, Office",Dramatic,38,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall super wide leg pants in red satin - part of a set,https://images.asos-media.com/products/extro-vert-tall-super-wide-leg-pants-in-red-satin-part-of-a-set/203016136-1-redsatin?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-cropped-blazer-and-pants-set-in-red-satin/grp/102041?clr=red-satin&colourWayId=203016137&cid=27108#203016136,Academia / Preppy,"True Spring, Bright Spring","Smart Casual, Office",Dramatic,12,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall boxy cropped blazer in red satin - part of a set,https://images.asos-media.com/products/extro-vert-tall-boxy-cropped-blazer-in-red-satin-part-of-a-set/203016129-1-redsatin?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-cropped-blazer-and-pants-set-in-red-satin/grp/102041?clr=red-satin&colourWayId=203016130&cid=27108#203016129,Academia / Preppy,"True Spring, Bright Spring","Smart Casual, Office",Dramatic,40,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Extro & Vert Tall flared pants in sapphire navy velvet - part of a set,https://images.asos-media.com/products/extro-vert-tall-flared-pants-in-sapphire-navy-velvet-part-of-a-set/203016122-1-navyvelvet?$n_480w$&wid=476&fit=constrain,https://www.asos.com/us/extro-vert-tall/extro-vert-tall-blazer-and-pants-set-in-sapphire-navy-velvet/grp/102042?clr=navy-velvet&colourWayId=203016123&cid=27108#203016122,Academia / Preppy,"True Winter, Dark Winter","Smart Casual, Office",Dramatic,48,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Tall faux leather pant in red,https://img.shopstyle-cdn.com/sim/33/53/33536960905ad2f89f47204c1871c6d0_xlarge/topshop-tall-faux-leather-pant-in-red.jpg,"https://www.shopstyle.com/interstitial/loadRetailerProductPage?device=desktop&version=ng5-12.19.0-633311a9&project=shopstyle+web&searchId=b819b584-ddae-4269-9183-f3963a98831f&extra=%7B%22page.name%22:%22browse+products%22,%22page.fromUrl%22:%22/browse/womens-clothes?fts=topshop+tall%2526pageNumber=3%22,%22freeTextSearch%22:true,%22search.categoryId%22:%22544%22,%22clickId%22:%2275524245-8b28-4dc8-924d-c5ee35ab15e9%22,%22ssApplied%22:false,%22index%22:5,%22isWebInterstitial%22:true,%22searchSegment%22:%22WEB%22,%22product.inStock%22:true,%22product.categoryId%22:1140,%22stack%22:%22node%22,%22rebrand%22:true,%22server%22:%22beanstalk%22,%22tests.control.1%22:false,%22tests.clickableAreaDesktop.3%22:%22control%22,%22tests.interstitialDelay.3%22:%22fast%22,%22cashBack.hasTiers%22:false,%22cashBack.currentRate%22:2,%22cashBack.type%22:%22Percent%22%7D&id=914198092",Goth / Grunge / Punk,"True Autumn, Dark Autumn","Casual, Clubbing",Dramatic,4,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Tall floral print v neck jersey tea dress,https://img.shopstyle-cdn.com/sim/c3/d2/c3d284dfb5f30b73f196ea223dd852df_xlarge/topshop-tall-floral-print-v-neck-jersey-tea-dress.jpg,"https://www.shopstyle.com/interstitial/loadRetailerProductPage?device=desktop&version=ng5-12.19.0-633311a9&project=shopstyle+web&searchId=b819b584-ddae-4269-9183-f3963a98831f&extra=%7B%22page.name%22:%22browse+products%22,%22page.fromUrl%22:%22/browse/womens-clothes?fts=topshop+tall%2526pageNumber=3%22,%22freeTextSearch%22:true,%22search.categoryId%22:%22544%22,%22clickId%22:%224aa94c28-99b8-42e7-a8f5-dda863cc7128%22,%22ssApplied%22:false,%22index%22:7,%22isWebInterstitial%22:true,%22searchSegment%22:%22WEB%22,%22product.inStock%22:true,%22product.categoryId%22:1984,%22stack%22:%22node%22,%22rebrand%22:true,%22server%22:%22beanstalk%22,%22tests.control.1%22:false,%22tests.clickableAreaDesktop.3%22:%22control%22,%22tests.interstitialDelay.3%22:%22fast%22,%22cashBack.hasTiers%22:false,%22cashBack.currentRate%22:2,%22cashBack.type%22:%22Percent%22%7D&id=903905243",Cottage-core,"Dark Winter, Bright Winter","Casual, Date",Dramatic,49,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Tall cable knit shorts in cream - part of a set,https://img.shopstyle-cdn.com/sim/33/b5/33b5ad1988a5b454eced87d24548f860_xlarge/topshop-tall-cable-knit-shorts-in-cream-part-of-a-set.jpg,"https://www.shopstyle.com/interstitial/loadRetailerProductPage?device=desktop&version=ng5-12.19.0-633311a9&project=shopstyle+web&searchId=b819b584-ddae-4269-9183-f3963a98831f&extra=%7B%22page.name%22:%22browse+products%22,%22page.fromUrl%22:%22/browse/womens-clothes?fts=topshop+tall%2526pageNumber=3%22,%22freeTextSearch%22:true,%22search.categoryId%22:%22544%22,%22clickId%22:%22f84a5381-aa85-46d5-98b7-e8f36bc8228f%22,%22ssApplied%22:false,%22index%22:9,%22isWebInterstitial%22:true,%22searchSegment%22:%22WEB%22,%22product.inStock%22:true,%22product.categoryId%22:119,%22stack%22:%22node%22,%22rebrand%22:true,%22server%22:%22beanstalk%22,%22tests.control.1%22:false,%22tests.clickableAreaDesktop.3%22:%22control%22,%22tests.interstitialDelay.3%22:%22fast%22,%22cashBack.hasTiers%22:false,%22cashBack.currentRate%22:2,%22cashBack.type%22:%22Percent%22%7D&id=891440635",Soft / VSCO,"Bright Spring, Soft Autumn","Casual, Clubbing",Dramatic,37,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Tall single breasted blazer in black,https://img.shopstyle-cdn.com/sim/2d/dc/2ddc2bbf1c0a564f1971663f8e0fe1dc_xlarge/topshop-tall-single-breasted-blazer-in-black.jpg,"https://www.shopstyle.com/interstitial/loadRetailerProductPage?device=desktop&version=ng5-12.19.0-633311a9&project=shopstyle+web&searchId=b819b584-ddae-4269-9183-f3963a98831f&extra=%7B%22page.name%22:%22browse+products%22,%22page.fromUrl%22:%22/browse/womens-clothes?fts=topshop+tall%2526pageNumber=3%22,%22freeTextSearch%22:true,%22search.categoryId%22:%22544%22,%22clickId%22:%22dd242c6b-881b-48a8-8a11-5febfd434318%22,%22ssApplied%22:false,%22index%22:55,%22isWebInterstitial%22:true,%22searchSegment%22:%22WEB%22,%22product.inStock%22:true,%22product.categoryId%22:53,%22stack%22:%22node%22,%22rebrand%22:true,%22server%22:%22beanstalk%22,%22tests.control.1%22:false,%22tests.clickableAreaDesktop.3%22:%22control%22,%22tests.interstitialDelay.3%22:%22fast%22,%22cashBack.hasTiers%22:false,%22cashBack.currentRate%22:2,%22cashBack.type%22:%22Percent%22%7D&id=922381503",Goth / Grunge / Punk,"True Winter, Dark Winter","Smart Casual, Office",Dramatic,48,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Head / Neck Scarf - Red Floral,https://cdn.shopify.com/s/files/1/1094/6908/products/AddlSummerCollection-02_large.jpg?v=1647885788,https://www.petitestudionyc.com/products/head-neck-scarf-red-floral-1,Cottage-core,"Dark Winter, Soft Summer","Casual, Date",Flamboyant Gamine,31,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Head / Neck Scarf - Blue Floral,https://cdn.shopify.com/s/files/1/1094/6908/products/AddlSummerCollection-07_large.jpg?v=1647886225,https://www.petitestudionyc.com/products/head-neck-scarf-blue-floral-2,Cottage-core,"True Summer, Soft Summer","Casual, Date",Flamboyant Gamine,50,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Scrunchies - Navy Floral,https://cdn.shopify.com/s/files/1/1094/6908/products/2_625284a7-324a-451a-8f73-124bb0df3a1d_large.jpg?v=1643335097,https://www.petitestudionyc.com/products/scrunchies-navy-floral-2,Cottage-core,"Dark Winter, Soft Summer","Casual, Date",Flamboyant Gamine,35,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Scrunchies - Blue Gingham,https://cdn.shopify.com/s/files/1/1094/6908/products/20220120PETITE25709_large.jpg?v=1647226324,https://www.petitestudionyc.com/products/scrunchies-blue-gingham,Soft / VSCO,"True Summer, Soft Summer","Casual, Date",Flamboyant Gamine,8,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Cap Sleeve Faux Leather Jumpsuit,"https://images.express.com/is/image/expressfashion/0094_07927505_0058_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/cap-sleeve-faux-leather-jumpsuit/pro/07927505//color/Pitch%20Black,Goth / Grunge / Punk,"Dark Winter, Bright Winter","Black Tie, Clubbing",Soft Dramatic,4,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Faux Wrap Bodice Jumpsuit,"https://images.express.com/is/image/expressfashion/0094_07927340_0058_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-faux-wrap-bodice-jumpsuit/pro/07927340//color/Pitch%20Black,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,5,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Square Neck V-Wire Knit Jumpsuit,"https://images.express.com/is/image/expressfashion/0094_07926882_0058_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/square-neck-v-wire-knit-jumpsuit/pro/07926882//color/Pitch%20Black,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,45,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Printed V-Neck Strappy Tiered Ruffle Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07907477_0024_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/printed-v-neck-strappy-tiered-ruffle-maxi-dress/pro/07907477//color/Neutral%20Print,Insta Baddie / Y2K,"True Spring, True Autumn","Black Tie, Cocktail",Soft Dramatic,11,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Floral Print Tiered Ruffle Tie Belt Mini Dress,"https://images.express.com/is/image/expressfashion/0094_07907448_0031_f002?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/floral-print-tiered-ruffle-tie-belt-mini-dress/pro/07907448//color/Print,Insta Baddie / Y2K,"True Autumn, Dark Autumn","Smart Casual, Clubbing",Soft Dramatic,28,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Metallic Floral Ruffle Wrap Front Romper,"https://images.express.com/is/image/expressfashion/0094_07907421_0017_f002?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/metallic-floral-ruffle-wrap-front-romper/pro/07907421//color/Pink%20Print,Insta Baddie / Y2K,"True Spring, True Autumn","Smart Casual, Date",Soft Dramatic,33,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Floral Ruffle Wrap Front Romper,"https://images.express.com/is/image/expressfashion/0094_07907301_0004_f002?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/floral-ruffle-wrap-front-romper/pro/07907301//color/Multi,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Smart Casual, Date",Soft Dramatic,2,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Ruffle Hi-Lo Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07859449_0058_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-ruffle-hi-lo-maxi-dress/pro/07859449//color/Pitch%20Black,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,6,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Floral Print Ruffle Sleeve Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07857698_0004_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-floral-print-ruffle-sleeve-maxi-dress/pro/07857698//color/Multi,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,41,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Floral Print Ruffle Hi-Lo Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07857452_0004_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-floral-print-ruffle-hi-lo-maxi-dress/pro/07857452//color/Multi,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,33,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Draped Cowl Neck Midi Sheath Dress,"https://images.express.com/is/image/expressfashion/0094_07857426_0813_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-draped-cowl-neck-midi-sheath-dress/pro/07857426//color/Navy%20Blue,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,23,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin High Neck Slip Midi Dress,"https://images.express.com/is/image/expressfashion/0094_07857425_0058_f100?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-high-neck-slip-midi-dress/pro/07857425//color/Pitch%20Black,Insta Baddie / Y2K,"Dark Winter, Bright Winter","Black Tie, Cocktail",Soft Dramatic,37,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Long Sleeve Cutout Midi Dress,"https://images.express.com/is/image/expressfashion/0094_07857423_0560_c100?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-long-sleeve-cutout-midi-dress/pro/07857423//color/Mocha,Insta Baddie / Y2K,"True Autumn, Dark Autumn","Black Tie, Cocktail",Soft Dramatic,31,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Metallic Printed Faux Wrap Ruffle Hi-Lo Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07857414_0030_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/metallic-printed-faux-wrap-ruffle-hi-lo-maxi-dress/pro/07857414//color/Black%20Print,Insta Baddie / Y2K,"Soft Autumn, Dark Autumn","Black Tie, Cocktail",Soft Dramatic,41,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Textured Faux Wrap Ruffle Hi-Lo Maxi Dress,"https://images.express.com/is/image/expressfashion/0094_07857413_0722_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/textured-faux-wrap-ruffle-hi-lo-maxi-dress/pro/07857413//color/Venetian%20Teal,Insta Baddie / Y2K,"Soft Autumn, Dark Autumn","Black Tie, Cocktail",Soft Dramatic,34,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Marble Satin High Neck Slip Midi Dress,"https://images.express.com/is/image/expressfashion/0094_07857304_0031_c100?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/marble-satin-high-neck-slip-midi-dress/pro/07857304//color/Print,Insta Baddie / Y2K,"True Autumn, Dark Autumn","Black Tie, Cocktail",Soft Dramatic,46,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
Satin Faux Wrap Tie Waist Hi-Lo Midi Dress,"https://images.express.com/is/image/expressfashion/0094_07853312_0121_f001?cache=on&wid=960&fmt=jpeg&qlt=85,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",https://www.express.com/clothing/women/satin-faux-wrap-tie-waist-hi-lo-midi-dress/pro/07853312//color/Swan,Insta Baddie / Y2K,"True Spring, True Autumn","Black Tie, Cocktail",Soft Dramatic,12,0,fdBlGgV0g0ZKxNG9AwglS7m0zvM2
